potentiometer0,potentiometer1,potentiometer2,potentiometer3,potentiometer4,potentiometer5,potentiometer6
0.0266522673847156,0.007054458082320858,-0.0018350271755518495,0.0032710285670036754,0.004886993526732386,-0.0031460738887947315,0.009100075438586597
0.026391305219163774,0.007020014178287015,-0.0018146798810088696,0.002800722661135513,0.004515160985339772,-0.003618301661360679,0.008818375444739068
0.026339112786053054,0.007020014178287015,-0.0018309577166432537,0.0027066614799617916,0.005909533015561852,-0.00210717278915018,0.010039075418080134
0.026391305219163774,0.007020014178287015,-0.0018228187988260616,0.00289478384230879,0.0060024911509102274,-0.0019182816801235347,0.010414675409877283
0.0266522673847156,0.007226677602489628,-0.001859443929003426,0.003176967385829954,0.004236286579295534,-0.0037127472158742236,0.008536675450891096
0.026547882518495047,0.0071233458903881,-0.0018431660933690415,0.0029888450234825115,0.0049799516620807616,-0.0034294105523349216,0.009193975436536217
0.026547882518495047,0.007295565410557092,-0.001859443929003426,0.003553212110523951,0.005723616744865989,-0.002201618343663281,0.009945175420130514
0.025869380888059013,0.00681335075408418,-0.0017861936686486978,0.0020482332117470747,0.0049799516620807616,-0.0028627372252554295,0.009663475426282986
0.026025958187390286,0.007088901986354257,-0.0017861936686486978,0.002800722661135513,0.005258826068125,-0.002768291670742329,0.00947567543038419
0.02566061115561724,0.006778906850050559,-0.0017739852919229095,0.0019541720305733534,0.005165867932776624,-0.002673846116229228,0.00947567543038419
0.026025958187390286,0.007054458082320858,-0.0017943325864658894,0.002800722661135513,0.004422202849991397,-0.0037127472158742236,0.008536675450891096
0.026025958187390286,0.007088901986354257,-0.0018431660933690415,0.00289478384230879,0.006095449286258603,-0.0020127272346366354,0.010132975416029755
0.025869380888059013,0.006951126370219329,-0.0017861936686486978,0.0023304167552677946,0.005537700474169238,-0.002390509452689482,0.009945175420130514
0.026025958187390286,0.007020014178287015,-0.0018024715042830814,0.002518539117614793,0.003678537767206169,-0.0038071927703873243,0.008536675450891096
0.026025958187390286,0.007020014178287015,-0.0018350271755518495,0.0027066614799617916,0.005723616744865989,-0.0022960638981759374,0.010039075418080134
0.026078150620500784,0.007020014178287015,-0.0018268882577346579,0.002800722661135513,0.005072909797428249,-0.0028627372252554295,0.009381775432435013
0.02644349765227383,0.007226677602489628,-0.0018553744700948297,0.00345915092935023,0.004422202849991397,-0.003334964997821377,0.008724475446789448
0.02571280358872774,0.00681335075408418,-0.0018024715042830814,0.002142294392920352,0.004701077256035635,-0.0034294105523349216,0.008912275442688244
0.026286920352942555,0.0071233458903881,-0.0018513050111862335,0.0032710285670036754,0.005351784203473375,-0.002673846116229228,0.009663475426282986
0.026391305219163774,0.007226677602489628,-0.001859443929003426,0.003553212110523951,0.0049799516620807616,-0.0029571827797689743,0.009381775432435013
0.026286920352942555,0.0071233458903881,-0.0018390966344604457,0.0032710285670036754,0.004886993526732386,-0.003051628334282075,0.009193975436536217
0.026025958187390286,0.006882238562151866,-0.0017780547508315057,0.0026126002987885144,0.0058165748802139206,-0.00210717278915018,0.01022687541397893
0.025504033856285524,0.006744462946016938,-0.0017699158330143137,0.001766049668226355,0.004886993526732386,-0.003334964997821377,0.008912275442688244
0.02571280358872774,0.006882238562151866,-0.0017943325864658894,0.002142294392920352,0.004422202849991397,-0.0034294105523349216,0.008724475446789448
0.02566061115561724,0.006951126370219329,-0.0017861936686486978,0.0023304167552677946,0.004608119120688148,-0.003618301661360679,0.008724475446789448
0.026078150620500784,0.007054458082320858,-0.0018309577166432537,0.00289478384230879,0.004794035391384011,-0.0032405194433082762,0.009100075438586597
0.025817188454948514,0.006882238562151866,-0.0017984020453744856,0.002518539117614793,0.005537700474169238,-0.002768291670742329,0.009287875434485837
0.02592157332116951,0.006882238562151866,-0.0017821242097401015,0.002142294392920352,0.004236286579295534,-0.0035238561068475782,0.008630575448839828
0.025817188454948514,0.0069166824661857085,-0.0017861936686486978,0.0023304167552677946,0.005165867932776624,-0.002768291670742329,0.009381775432435013
0.026339112786053054,0.0071922336984557855,-0.0018390966344604457,0.00345915092935023,0.005537700474169238,-0.0024849550072025828,0.009851275422181338
0.026078150620500784,0.0069166824661857085,-0.0017861936686486978,0.002518539117614793,0.005165867932776624,-0.002673846116229228,0.009287875434485837
0.025973765754279787,0.006882238562151866,-0.0017861936686486978,0.002518539117614793,0.005351784203473375,-0.002768291670742329,0.009569575428333366
0.025504033856285524,0.006537799521814103,-0.0017658463741057175,0.0019541720305733534,0.0049799516620807616,-0.002768291670742329,0.009287875434485837
0.025608418722506743,0.006710019041983095,-0.0017699158330143137,0.0020482332117470747,0.004886993526732386,-0.003334964997821377,0.008912275442688244
0.02592157332116951,0.006882238562151866,-0.0018309577166432537,0.0027066614799617916,0.004886993526732386,-0.003334964997821377,0.009100075438586597
0.026495690085384327,0.007295565410557092,-0.0018553744700948297,0.0036472732916976724,0.005630658609517614,-0.002673846116229228,0.009569575428333366
0.026286920352942555,0.007330009314590935,-0.0018431660933690415,0.0032710285670036754,0.005537700474169238,-0.002390509452689482,0.010132975416029755
0.026286920352942555,0.007157789794421943,-0.0018390966344604457,0.0033650897481769526,0.0049799516620807616,-0.002768291670742329,0.009663475426282986
0.026391305219163774,0.007330009314590935,-0.0018472355522776377,0.0033650897481769526,0.004422202849991397,-0.003618301661360679,0.008724475446789448
0.02592157332116951,0.0071233458903881,-0.0018065409631916776,0.0027066614799617916,0.005165867932776624,-0.0028627372252554295,0.009569575428333366
0.025608418722506743,0.006744462946016938,-0.0017699158330143137,0.002142294392920352,0.005072909797428249,-0.002768291670742329,0.009569575428333366
0.02545184142317547,0.006675575137949252,-0.0017658463741057175,0.001766049668226355,0.005258826068125,-0.002768291670742329,0.00947567543038419
0.025764996021838016,0.006951126370219329,-0.0018024715042830814,0.002518539117614793,0.005072909797428249,-0.0029571827797689743,0.009287875434485837
0.026025958187390286,0.007054458082320858,-0.0018309577166432537,0.00289478384230879,0.004886993526732386,-0.0032405194433082762,0.009193975436536217
0.02566061115561724,0.00681335075408418,-0.0017780547508315057,0.0022363555740940733,0.005072909797428249,-0.0028627372252554295,0.009381775432435013
0.025608418722506743,0.006882238562151866,-0.0018024715042830814,0.0026126002987885144,0.005258826068125,-0.0025794005617161275,0.009663475426282986
0.025817188454948514,0.007020014178287015,-0.0018390966344604457,0.0027066614799617916,0.0060024911509102274,-0.0018238361256108782,0.010414675409877283
0.025817188454948514,0.007020014178287015,-0.0018431660933690415,0.002800722661135513,0.004329244714643021,-0.003618301661360679,0.008912275442688244
0.025817188454948514,0.0069166824661857085,-0.0017984020453744856,0.0023304167552677946,0.005072909797428249,-0.0028627372252554295,0.009381775432435013
0.02592157332116951,0.007054458082320858,-0.0018309577166432537,0.002800722661135513,0.004886993526732386,-0.0032405194433082762,0.009193975436536217
0.026025958187390286,0.007088901986354257,-0.0018553744700948297,0.00289478384230879,0.005444742338821307,-0.002390509452689482,0.009757375424232606
0.02566061115561724,0.006847794658118023,-0.0018065409631916776,0.002142294392920352,0.005351784203473375,-0.002673846116229228,0.009569575428333366
0.025556226289396244,0.006778906850050559,-0.0017699158330143137,0.0019541720305733534,0.005258826068125,-0.002768291670742329,0.009287875434485837
0.02539964899006497,0.006675575137949252,-0.0017658463741057175,0.001766049668226355,0.004886993526732386,-0.0029571827797689743,0.009287875434485837
0.025764996021838016,0.00681335075408418,-0.0017861936686486978,0.0022363555740940733,0.004236286579295534,-0.003618301661360679,0.00844277545294192
0.025504033856285524,0.006744462946016938,-0.0017699158330143137,0.002142294392920352,0.0049799516620807616,-0.003051628334282075,0.009287875434485837
0.025556226289396244,0.006675575137949252,-0.0017739852919229095,0.001766049668226355,0.005909533015561852,-0.00210717278915018,0.010039075418080134
0.025556226289396244,0.006744462946016938,-0.0017861936686486978,0.0019541720305733534,0.005444742338821307,-0.0024849550072025828,0.010039075418080134
0.02566061115561724,0.006951126370219329,-0.0017861936686486978,0.0023304167552677946,0.004794035391384011,-0.0029571827797689743,0.009287875434485837
0.025608418722506743,0.006675575137949252,-0.0017821242097401015,0.0022363555740940733,0.005444742338821307,-0.002390509452689482,0.009569575428333366
0.025764996021838016,0.006951126370219329,-0.0018024715042830814,0.0027066614799617916,0.005723616744865989,-0.0020127272346366354,0.010039075418080134
0.025973765754279787,0.0071233458903881,-0.0018390966344604457,0.003176967385829954,0.005630658609517614,-0.0022960638981759374,0.009851275422181338
0.02571280358872774,0.006847794658118023,-0.0017861936686486978,0.002518539117614793,0.004701077256035635,-0.0034294105523349216,0.008724475446789448
0.025295264123843753,0.0066066873298817885,-0.0017658463741057175,0.0018601108494000762,0.004515160985339772,-0.0034294105523349216,0.008818375444739068
0.02571280358872774,0.006882238562151866,-0.0018024715042830814,0.002518539117614793,0.0060024911509102274,-0.0025794005617161275,0.009381775432435013
0.025869380888059013,0.006985570274253172,-0.0018146798810088696,0.0029888450234825115,0.004422202849991397,-0.0035238561068475782,0.008724475446789448
0.02592157332116951,0.007020014178287015,-0.0018268882577346579,0.002800722661135513,0.004886993526732386,-0.003334964997821377,0.009193975436536217
0.02566061115561724,0.006951126370219329,-0.0018350271755518495,0.0027066614799617916,0.005165867932776624,-0.0028627372252554295,0.009663475426282986
0.026025958187390286,0.0071233458903881,-0.0018431660933690415,0.003176967385829954,0.004422202849991397,-0.0032405194433082762,0.008912275442688244
0.025504033856285524,0.006675575137949252,-0.0017699158330143137,0.0019541720305733534,0.004422202849991397,-0.0032405194433082762,0.008912275442688244
0.02571280358872774,0.006847794658118023,-0.0017984020453744856,0.0022363555740940733,0.005630658609517614,-0.0022960638981759374,0.009663475426282986
0.025556226289396244,0.006882238562151866,-0.0017984020453744856,0.002518539117614793,0.004886993526732386,-0.0032405194433082762,0.009100075438586597
0.02571280358872774,0.006882238562151866,-0.0018228187988260616,0.002424477936441516,0.004236286579295534,-0.003996083879413526,0.008536675450891096
0.0252430716907337,0.006572243425847946,-0.0017699158330143137,0.0018601108494000762,0.004886993526732386,-0.0032405194433082762,0.009193975436536217
0.02545184142317547,0.00681335075408418,-0.0017780547508315057,0.002142294392920352,0.005072909797428249,-0.002673846116229228,0.009287875434485837
0.02592157332116951,0.007088901986354257,-0.0018309577166432537,0.003176967385829954,0.004886993526732386,-0.0032405194433082762,0.009193975436536217
0.02571280358872774,0.00681335075408418,-0.0017821242097401015,0.002518539117614793,0.005537700474169238,-0.00210717278915018,0.010132975416029755
0.025764996021838016,0.006985570274253172,-0.0017861936686486978,0.0026126002987885144,0.004886993526732386,-0.0028627372252554295,0.00844277545294192
0.026130343053611282,0.007295565410557092,-0.0018431660933690415,0.00345915092935023,0.004886993526732386,-0.0032405194433082762,0.008912275442688244
0.02534745655695425,0.006675575137949252,-0.0017658463741057175,0.0018601108494000762,0.005630658609517614,-0.0024849550072025828,0.009851275422181338
0.025817188454948514,0.007020014178287015,-0.0017821242097401015,0.002142294392920352,0.004608119120688148,-0.0035238561068475782,0.009006175440637865
0.025608418722506743,0.0069166824661857085,-0.0017861936686486978,0.002518539117614793,0.004886993526732386,-0.0029571827797689743,0.009569575428333366
0.025556226289396244,0.006847794658118023,-0.0017699158330143137,0.002142294392920352,0.005351784203473375,-0.0024849550072025828,0.009945175420130514
0.025295264123843753,0.006710019041983095,-0.0017739852919229095,0.0019541720305733534,0.005165867932776624,-0.002673846116229228,0.00947567543038419
0.025504033856285524,0.006744462946016938,-0.0017861936686486978,0.002142294392920352,0.004422202849991397,-0.0037127472158742236,0.008912275442688244
0.02571280358872774,0.006882238562151866,-0.0017861936686486978,0.0026126002987885144,0.004701077256035635,-0.003334964997821377,0.009006175440637865
0.02539964899006497,0.006744462946016938,-0.0017780547508315057,0.002142294392920352,0.0049799516620807616,-0.0032405194433082762,0.009100075438586597
0.02571280358872774,0.006951126370219329,-0.0017943325864658894,0.0027066614799617916,0.005444742338821307,-0.002390509452689482,0.009663475426282986
0.02571280358872774,0.006882238562151866,-0.0018268882577346579,0.002800722661135513,0.004886993526732386,-0.0029571827797689743,0.009287875434485837
0.025608418722506743,0.0069166824661857085,-0.0017861936686486978,0.002518539117614793,0.0049799516620807616,-0.003051628334282075,0.009381775432435013
0.02592157332116951,0.007054458082320858,-0.0018390966344604457,0.00289478384230879,0.005351784203473375,-0.0024849550072025828,0.009663475426282986
